"Property Name",,"pt-BR","Node Path","Description"
"Caption","Code","Código","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Code",
"Caption","Name","Nome","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Name",
"Caption","Description","Descrição","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Description",
"Caption","Type","Tipo","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Type",
"Caption","Value Type","Tipo Valor","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\ValueType",
"Caption","Property Value","Nome da Propriedade","BOModel\DevExpress.Persistent.BaseImpl.PropertyValue",
"Caption","Resource","Recurso","BOModel\DevExpress.Persistent.BaseImpl.Resource",
"Caption","Caption","Título","BOModel\DevExpress.Persistent.BaseImpl.Resource\OwnMembers\Caption",
"Caption","Events","Eventos","BOModel\DevExpress.Persistent.BaseImpl.Resource\OwnMembers\Events",
"Caption","Color","Cor","BOModel\DevExpress.Persistent.BaseImpl.Resource\OwnMembers\Color",
"Caption","Role","Papel","BOModel\DevExpress.Persistent.BaseImpl.Role",
"Caption","Users","Usuários","BOModel\DevExpress.Persistent.BaseImpl.Role\OwnMembers\Users",
"Caption","Role Base","Papel Base","BOModel\DevExpress.Persistent.BaseImpl.RoleBase",
"Caption","Name","Nome","BOModel\DevExpress.Persistent.BaseImpl.RoleBase\OwnMembers\Name",
"Caption","Permissions","Permissões","BOModel\DevExpress.Persistent.BaseImpl.RoleBase\OwnMembers\PersistentPermissions",
"Caption","Server Prefix","Prefixo do Servidor","BOModel\DevExpress.Persistent.BaseImpl.ServerPrefix",
"Caption","User","Usuário","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser",
"Caption","User Name","Nome do Usuário","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\UserName",
"Caption","Full Name","Nome Completo","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\FullName",
"Caption","Is Active","Ativo","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\IsActive",
"Caption","Is Administrator","É Administrador","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\IsAdministrator",
"Caption","Change Password On First Logon","Alterar Senha no primeiro Logon","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\ChangePasswordOnFirstLogon",
"Caption","State","Estado","BOModel\DevExpress.Persistent.BaseImpl.State",
"Caption","Short Name","Nome Curto","BOModel\DevExpress.Persistent.BaseImpl.State\OwnMembers\ShortName",
"Caption","Long Name","Nome Longo","BOModel\DevExpress.Persistent.BaseImpl.State\OwnMembers\LongName",
"Caption","Task","Tarefa","BOModel\DevExpress.Persistent.BaseImpl.Task",
"Caption","Subject","Assunto","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\Subject",
"Caption","Description","Descrição","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\Description",
"Caption","Due Date","Data de Vencimento","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\DueDate",
"Caption","Start Date","Data de Início","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\StartDate",
"Caption","Assigned To","Atribuído a","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\AssignedTo",
"Caption","Status","Status","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\Status",
"Caption","Percent Completed","Percentual Completo","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\PercentCompleted",
"Caption","Date Completed","Data de Conclusão","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\DateCompleted",
"Caption","User","Usuário","BOModel\DevExpress.Persistent.BaseImpl.User",
"Caption","Roles","Papéis","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\Roles",
"Caption","User Name","Nome do Usuário","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\UserName",
"Caption","Change Password On First Logon","Alterar Senha no primeiro Logon","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\ChangePasswordOnFirstLogon",
"Caption","Is Active","Ativo","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\IsActive",
"Caption","Permissions","Permissões","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\Permissions",
"Caption","XPWeak Reference","Referência XPWeak","BOModel\DevExpress.Xpo.XPWeakReference",
"Value","Task Status","Status da Tarefa","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus",
"Value","Completed","Concluída","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\Completed",
"Value","Deferred","Adiada","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\Deferred",
"Value","In progress","Em andamento","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\InProgress",
"Value","Not started","Não iniciado","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\NotStarted",
"Value","Waiting for someone else","Aguardando terceiro","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\WaitingForSomeoneElse",
"Caption","Reports","Relatórios","NavigationItems\Items\Reports",
"Name","EventIntervalValid","EventIntervalValid","Validation\Rules\EventIntervalValid",
"CustomMessageTemplate","The start date must be less than the end date","A data de início deve ser menor do que a data de fim","Validation\Rules\EventIntervalValid",
"Name","FileAttachmentBaseRule","FileAttachmentBaseRule","Validation\Rules\FileAttachmentBaseRule",
"CustomMessageTemplate","File should be assigned","Arquivo deve ser associado","Validation\Rules\FileAttachmentBaseRule",
"Name","HCategoryCircularReferences","HCategoryCircularReferences","Validation\Rules\HCategoryCircularReferences",
"CustomMessageTemplate","Circular refrerence detected. To correct this error, set the Parent property to another value.","Foi detectada uma referência circular. Para resolver este erro altere a propriedade Pai.","Validation\Rules\HCategoryCircularReferences",
"FoundObjectMessagesSeparator",", ",", ","Validation\Rules\PropertyDescriptor Code is unique",
"Name","PropertyDescriptor Code is unique","PropertyDescriptor Código é único","Validation\Rules\PropertyDescriptor Code is unique",
"CustomMessageTemplate","The 'Code' property must have a unique value","A propriedade 'Code' deve ter um valor único","Validation\Rules\PropertyDescriptor Code is unique",
"Name","PropertyDescriptor Code required","PropertyDescriptor Código é obrigatório","Validation\Rules\PropertyDescriptor Code required",
"MessageTemplateMustSatisfyCriteria","The ""{TargetObject}"" object must satisfy the following criteria: ""{Criteria}"".","O objeto destino ""{TargetObject}"" deve satisfazer o seguinte critério: ""{Criteria}"".","Validation\Rules\Role is not referenced",
"Name","Role is not referenced","Papel não foi referenciado","Validation\Rules\Role is not referenced",
"CustomMessageTemplate","Cannot delete the role because there are users that reference it","Não é possível excluir o papel, pois existem usuário referenciando-o.","Validation\Rules\Role is not referenced",
"Name","Role required","Papel é obrigatório","Validation\Rules\Role required",
"CustomMessageTemplate","An active user must have at least one role assigned","Um usuário ativo deve ter ao menos um papel associado.","Validation\Rules\Role required",
"FoundObjectMessagesSeparator",", ",", ","Validation\Rules\User Name is unique",
"Name","User Name is unique","Nome do Usuário é único","Validation\Rules\User Name is unique",
"CustomMessageTemplate","The login with the entered UserName was already registered within the system","O login com o usuário informado já foi registrado no sistema.","Validation\Rules\User Name is unique",
"Name","User Name required","Nome do Usuário é obrigatório","Validation\Rules\User Name required",
"CustomMessageTemplate","The user name must not be empty","O nome do usuário deve ser informado","Validation\Rules\User Name required",
"Caption","Basic User","Usuário Base","Views\BasicUser_DetailView\Layout\Main\SimpleEditors\BasicUser",
"Caption","Organization","Organização","Views\Organization_DetailView\Layout\Main\SimpleEditors\Organization",
"Caption","Property Descriptor","Descritor de Propriedade","Views\PropertyDescriptor_DetailView\Layout\Main\SimpleEditors\PropertyDescriptor",
"Caption","Simple User","Usuário Simples","Views\SimpleUser_DetailView\Layout\Main\SimpleEditors\SimpleUser",
"Caption","Open...","Abrir...","ActionDesign\Actions\Open",
"ToolTip","Open the data with an external application","Abrir os dados com uma aplicação externa","ActionDesign\Actions\Open",
"Caption","Save As...","Salvar Como...","ActionDesign\Actions\SaveTo",
"ToolTip","Open a dialog to select the file the data should be saved to","Abre uma janela para selecionar o arquivo em que os dados devem ser salvos","ActionDesign\Actions\SaveTo",
"Caption","Add From File...","Inserir do arquivo...","ActionDesign\Actions\AddFromFile",
"ToolTip","Open dialog to select the file to add","Abre uma janela para selecionar o arquivo para adicionar","ActionDesign\Actions\AddFromFile",
"Caption","The attachment(s) is empty","O(s) anexo(s) está(ão) vazio(s)","ActionDesign\DisableReasons\AttachmentAssigned",
"Value","Clear","Limpar","Localization\FileAttachments\Editor_Clear",
"Value","Open","Abrir","Localization\FileAttachments\Editor_Open",
"Value","Save As...","Salvar Como...","Localization\FileAttachments\Editor_Save",
"Value","The '{0}' file already exists. Do you want to replace it?","O arquivo '{0}' já existe. Deseja substituí-lo?","Localization\FileAttachments\OverwritePrompt",
"Value","Save As...","Salvar Como...","Localization\FileAttachments\OverwritePromptCaption",
"Value","All","Todos","Localization\FileAttachments\WordAll",
"Value","files","arquivos","Localization\FileAttachments\WordFiles",
"Caption","Download","Download","ActionDesign\Actions\Download",
"ToolTip","Download File","Download File","ActionDesign\Actions\Download",
"Value","Download file content","Download do conteúdo do arquivo","Localization\FileAttachments\Editor_DownLoad",
"Value","Change file","Alterar arquivo","Localization\FileAttachments\Editor_Edit",
"Caption","Change My Password","Alterar Minha Senha","ActionDesign\Actions\ChangePasswordByUser",
"Caption","My Details","Meus Detalhes","ActionDesign\Actions\MyDetails",
"Caption","Reset Password","Redefinir Senha","ActionDesign\Actions\ResetPassword",
"ToolTip","Generate a new password for the selected user","Gerar uma nova senha para o usuário selecionado","ActionDesign\Actions\ResetPassword",
"Caption","New","New","ActionDesign\Actions\NewPermissionDescriptor",
"Caption","Delete","Delete","ActionDesign\Actions\DeletePermissionDescriptor",
"ConfirmationMessage","You are about to delete the selected item(s). Do you want to proceed?","You are about to delete the selected item(s). Do you want to proceed?","ActionDesign\Actions\DeletePermissionDescriptor",
"Caption","Grant","Grant","ActionDesign\Actions\Grant_TypePermissionMatrixItem",
"Caption","Create","Create","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Create",
"Caption","Delete","Delete","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Delete",
"Caption","Full Access","Full Access","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Full Access",
"Caption","Navigate","Navigate","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Navigate",
"Caption","Read","Read","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Read",
"Caption","Read Only Access","Read Only Access","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Read Only Access",
"Caption","Write","Write","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Write",
"Caption","Deny","Deny","ActionDesign\Actions\Deny_TypePermissionMatrixItem",
"Caption","Create","Create","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Create",
"Caption","Delete","Delete","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Delete",
"Caption","Deny All","Deny All","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Deny All",
"Caption","Deny Modification","Deny Modification","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Deny Modification",
"Caption","Navigate","Navigate","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Navigate",
"Caption","Read","Read","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Read",
"Caption","Write","Write","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Write",
"Caption","Authentication Standard Logon Parameters","Parâmetros de Logon do método de Autenticação Padrão","BOModel\DevExpress.ExpressApp.Security.AuthenticationStandardLogonParameters",
"Caption","User Name","Nome do Usuário","BOModel\DevExpress.ExpressApp.Security.AuthenticationStandardLogonParameters\OwnMembers\UserName",
"Caption","Password","Senha","BOModel\DevExpress.ExpressApp.Security.AuthenticationStandardLogonParameters\OwnMembers\Password",
"Caption","Change Password On Logon Parameters","Parâmetros para Alterar Senha no primeiro Logon","BOModel\DevExpress.ExpressApp.Security.ChangePasswordOnLogonParameters",
"Caption","New Password","Nova Senha","BOModel\DevExpress.ExpressApp.Security.ChangePasswordOnLogonParameters\OwnMembers\NewPassword",
"Caption","Confirm Password","Confirma a Senha","BOModel\DevExpress.ExpressApp.Security.ChangePasswordOnLogonParameters\OwnMembers\ConfirmPassword",
"Caption","Change Password Parameters","Parâmetros para Alterar Senha","BOModel\DevExpress.ExpressApp.Security.ChangePasswordParameters",
"Caption","Old Password","Senha anterior","BOModel\DevExpress.ExpressApp.Security.ChangePasswordParameters\OwnMembers\OldPassword",
"Caption","Edit Model Permission","Editar Permissões do Modelo","BOModel\DevExpress.ExpressApp.Security.EditModelPermission",
"Caption","Modifier","Modificador","BOModel\DevExpress.ExpressApp.Security.EditModelPermission\OwnMembers\Modifier",
"Caption","Member Operation Permission","Member Operation Permission","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionData",
"Caption","Members","Members","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionData\OwnMembers\Members",
"Caption","Member Operation Permission Descriptor","Member Operation Permission Descriptor","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionDescriptor",
"Caption","Member Name","Member Name","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionDescriptor\OwnMembers\MemberName",
"Caption","Read","Read","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionDescriptor\OwnMembers\Read",
"Caption","Write","Write","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionDescriptor\OwnMembers\Write",
"Caption","Inherited From","Inherited From","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionDescriptor\OwnMembers\InheritedFrom",
"Caption","Model Operation Permission","Model Operation Permission","BOModel\DevExpress.ExpressApp.Security.ModelOperationPermissionData",
"Caption","Can Edit Model","Can Edit Model","BOModel\DevExpress.ExpressApp.Security.ModelOperationPermissionData\OwnMembers\CanEditModel",
