"Property Name",,"pl-PL","Node Path","Description"
"ToolTip","Open the data with an external application","Otwórz dane zewnętrzną aplikacją","ActionDesign\Actions\Open",
"Caption","Save As...","Zapisz jako ...","ActionDesign\Actions\SaveTo",
"ToolTip","Open a dialog to select the file the data should be saved to","Otwórz okno dialogowe, aby wybrać plik, dane powinny być zapisane do","ActionDesign\Actions\SaveTo",
"Caption","Add From File...","Dodaj z pliku ...","ActionDesign\Actions\AddFromFile",
"ToolTip","Open dialog to select the file to add","Otwórz okno dialogowe, aby wybrać plik do dodania","ActionDesign\Actions\AddFromFile",
"Caption","The attachment(s) is empty","Załącznik(i) jest pusty","ActionDesign\DisableReasons\AttachmentAssigned",
"Value","Clear","Wyczyść","Localization\FileAttachments\Editor_Clear",
"Value","Open","Otwórz","Localization\FileAttachments\Editor_Open",
"Value","Save As...","Zapisz jako ...","Localization\FileAttachments\Editor_Save",
"Value","The '{0}' file already exists. Do you want to replace it?","Plik '{0}' już istnieje. Czy chcesz go zastąpić?","Localization\FileAttachments\OverwritePrompt",
"Value","Save As...","Zapisz jako ...","Localization\FileAttachments\OverwritePromptCaption",
"Value","All","Wszystko","Localization\FileAttachments\WordAll",
"Value","files","pliki","Localization\FileAttachments\WordFiles",
"Caption","Download","Pobierz","ActionDesign\Actions\Download",
"ToolTip","Download File","Pobierz plik","ActionDesign\Actions\Download",
"Value","Download file content","Pobierz zawartość pliku","Localization\FileAttachments\Editor_DownLoad",
"Value","Change file","Zmień plik","Localization\FileAttachments\Editor_Edit",
"Caption","Change My Password","Zmień hasło","ActionDesign\Actions\ChangePasswordByUser",
"Caption","My Details","Mój profil","ActionDesign\Actions\MyDetails",
"Caption","Reset Password","Resetuj hasło","ActionDesign\Actions\ResetPassword",
"ToolTip","Generate a new password for the selected user","Generuj nowe hasło dla wybranego użytkownika","ActionDesign\Actions\ResetPassword",
"Caption","New","Nowy","ActionDesign\Actions\NewPermissionDescriptor",
"Caption","Delete","Usuwanie","ActionDesign\Actions\DeletePermissionDescriptor",
"ConfirmationMessage","You are about to delete the selected item(s). Do you want to proceed?","Masz zamiar usunąć zaznaczony element (y). Czy chcesz kontynuować?","ActionDesign\Actions\DeletePermissionDescriptor",
"Caption","Grant","Grant","ActionDesign\Actions\Grant_TypePermissionMatrixItem",
"Caption","Create","Create","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Create",
"Caption","Delete","Delete","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Delete",
"Caption","Full Access","Full Access","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Full Access",
"Caption","Navigate","Navigate","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Navigate",
"Caption","Read","Read","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Read",
"Caption","Read Only Access","Read Only Access","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Read Only Access",
"Caption","Write","Write","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Write",
"Caption","Deny","Deny","ActionDesign\Actions\Deny_TypePermissionMatrixItem",
"Caption","Create","Create","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Create",
"Caption","Delete","Delete","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Delete",
"Caption","Deny All","Deny All","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Deny All",
"Caption","Deny Modification","Deny Modification","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Deny Modification",
"Caption","Navigate","Navigate","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Navigate",
"Caption","Read","Read","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Read",
"Caption","Write","Write","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Write",
"Caption","Authentication Standard Logon Parameters","Parametry logowania autentykacji standardowej","BOModel\DevExpress.ExpressApp.Security.AuthenticationStandardLogonParameters",
"Caption","User Name","Nazwa użytkownika","BOModel\DevExpress.ExpressApp.Security.AuthenticationStandardLogonParameters\OwnMembers\UserName",
"Caption","Password","Hasło","BOModel\DevExpress.ExpressApp.Security.AuthenticationStandardLogonParameters\OwnMembers\Password",
"Caption","Change Password On Logon Parameters","Parametry zmiany hasła przy logowaniu","BOModel\DevExpress.ExpressApp.Security.ChangePasswordOnLogonParameters",
"Caption","New Password","Nowe hasło","BOModel\DevExpress.ExpressApp.Security.ChangePasswordOnLogonParameters\OwnMembers\NewPassword",
"Caption","Confirm Password","Potwierdź hasło","BOModel\DevExpress.ExpressApp.Security.ChangePasswordOnLogonParameters\OwnMembers\ConfirmPassword",
"Caption","Change Password Parameters","Parametry zmiany hasła","BOModel\DevExpress.ExpressApp.Security.ChangePasswordParameters",
"Caption","Old Password","Stare hasło","BOModel\DevExpress.ExpressApp.Security.ChangePasswordParameters\OwnMembers\OldPassword",
"Caption","Edit Model Permission","Uprawnienie Edytowania modelu aplikacji","BOModel\DevExpress.ExpressApp.Security.EditModelPermission",
"Caption","Modifier","Modifier","BOModel\DevExpress.ExpressApp.Security.EditModelPermission\OwnMembers\Modifier",
"Caption","Member Operation Permission","Member Operation Permission","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionData",
"Caption","Members","Members","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionData\OwnMembers\Members",
"Caption","Member Operation Permission Descriptor","Member Operation Permission Descriptor","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionDescriptor",
"Caption","Member Name","Member Name","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionDescriptor\OwnMembers\MemberName",
"Caption","Read","Odczyt","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionDescriptor\OwnMembers\Read",
"Caption","Write","Zapis","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionDescriptor\OwnMembers\Write",
"Caption","Inherited From","Odziedziczony","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionDescriptor\OwnMembers\InheritedFrom",
"Caption","Model Operation Permission","Model Operation Permission","BOModel\DevExpress.ExpressApp.Security.ModelOperationPermissionData",
"Caption","Can Edit Model","Może edytować model aplikacji","BOModel\DevExpress.ExpressApp.Security.ModelOperationPermissionData\OwnMembers\CanEditModel",
"Caption","Object Access Permission","Object Access Permission","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission",
"Caption","Object Type","Object Type","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission\OwnMembers\ObjectType",
"Caption","Create Access","Prawo tworzenia","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission\OwnMembers\CreateAccess",
"Caption","Read Access","Prawo odczytu","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission\OwnMembers\ReadAccess",
"Caption","Write Access","Prawo zapisu","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission\OwnMembers\WriteAccess",
"Caption","Delete Access","Prawo usuwania","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission\OwnMembers\DeleteAccess",
"Caption","Navigate Access","Prawo nawigacji","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission\OwnMembers\NavigateAccess",
"Caption","Is Empty","Is Empty","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission\OwnMembers\IsEmpty",
"Caption","Contexts","Contexts","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission\OwnMembers\Contexts",
"Caption","Access Item List","Access Item List","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission\OwnMembers\AccessItemList",
"Caption","Object Operation Permission","Object Operation Permission","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionData",
"Caption","Criteria","Kryteria","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionData\OwnMembers\Criteria",
"Caption","Object Operation Permission Descriptor","Object Operation Permission Descriptor","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionDescriptor",
"Caption","Caption","Tytuł","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionDescriptor\OwnMembers\Caption",
"Caption","Criteria","Kryteria","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionDescriptor\OwnMembers\Criteria",
"Caption","Read","Odczyt","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionDescriptor\OwnMembers\Read",
"Caption","Write","Zapis","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionDescriptor\OwnMembers\Write",
"Caption","Create","Tworzenie","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionDescriptor\OwnMembers\Create",
"Caption","Delete","Usuwanie","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionDescriptor\OwnMembers\Delete",
"Caption","Navigate","Nawigacja","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionDescriptor\OwnMembers\Navigate",
"Caption","Inherited From","Odziedziczony","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionDescriptor\OwnMembers\InheritedFrom",
"Caption","Permission Data","Permission Data","BOModel\DevExpress.ExpressApp.Security.PermissionData",
"Caption","Permission","Uprawnienie","BOModel\DevExpress.ExpressApp.Security.PermissionData\OwnMembers\Permission",
"Caption","Permissions Container","Kontener uprawnień","BOModel\DevExpress.ExpressApp.Security.PermissionData\OwnMembers\PermissionsContainer",
"Caption","Permissions Container","Kontener uprawnień","BOModel\DevExpress.ExpressApp.Security.PermissionsContainer",
"Caption","Persistent Permissions","Trwałe uprawnienia","BOModel\DevExpress.ExpressApp.Security.PermissionsContainer\OwnMembers\PersistentPermissions",
"Caption","Reset Password Parameters","Parametry resetowania hasła","BOModel\DevExpress.ExpressApp.Security.ResetPasswordParameters",
"Caption","Password","Hasło","BOModel\DevExpress.ExpressApp.Security.ResetPasswordParameters\OwnMembers\Password",
"Caption","Role","Rola","BOModel\DevExpress.ExpressApp.Security.SecurityRole",
"Caption","Is Administrator","Is Administrator","BOModel\DevExpress.ExpressApp.Security.SecurityRole\OwnMembers\IsAdministrator",
"Caption","Can Edit Model","Może edytować model aplikacji","BOModel\DevExpress.ExpressApp.Security.SecurityRole\OwnMembers\CanEditModel",
"Caption","Permissions","Uprawnienia","BOModel\DevExpress.ExpressApp.Security.SecurityRole\OwnMembers\Permissions",
"Caption","User","Użytkownik","BOModel\DevExpress.ExpressApp.Security.SecuritySimpleUser",
"Caption","Is Administrator","Jest administratorem","BOModel\DevExpress.ExpressApp.Security.SecuritySimpleUser\OwnMembers\IsAdministrator",
"Caption","Security Strategy Role","Security Strategy Role","BOModel\DevExpress.ExpressApp.Security.SecurityStrategyRole",
"Caption","Name","Imię","BOModel\DevExpress.ExpressApp.Security.SecurityStrategyRole\OwnMembers\Name",
"Caption","Users","Użytkownicy","BOModel\DevExpress.ExpressApp.Security.SecurityStrategyRole\OwnMembers\Users",
"Caption","User","Użytkownik","BOModel\DevExpress.ExpressApp.Security.SecurityUser",
"Caption","Base User","Base User","BOModel\DevExpress.ExpressApp.Security.SecurityUserBase",
"Caption","Change Password On First Logon","Zmień hasło przy pierwszym logowaniu","BOModel\DevExpress.ExpressApp.Security.SecurityUserBase\OwnMembers\ChangePasswordOnFirstLogon",
"Caption","User Id","Id użytkownika","BOModel\DevExpress.ExpressApp.Security.SecurityUserBase\OwnMembers\UserId",
"Caption","User Name","Nazwa użytkownika","BOModel\DevExpress.ExpressApp.Security.SecurityUserBase\OwnMembers\UserName",
"Caption","Is Active","Jest aktywny","BOModel\DevExpress.ExpressApp.Security.SecurityUserBase\OwnMembers\IsActive",
"Caption","Security User With Roles Base","Security User With Roles Base","BOModel\DevExpress.ExpressApp.Security.SecurityUserWithRolesBase",
"Caption","Roles","Role","BOModel\DevExpress.ExpressApp.Security.SecurityUserWithRolesBase\OwnMembers\Roles",
"Caption","Type Permission Matrix Item","Type Permission Matrix Item","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem",
"Caption","Id","Id","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Id",
"Caption","Object","Object","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Object",
"Caption","Category","Category","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Category",
"Caption","Target Type","Target Type","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\TargetType",
"Caption","Read","Read","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Read",
"Caption","Write","Write","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Write",
"Caption","Create","Create","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Create",
"Caption","Delete","Delete","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Delete",
"Caption","Navigate","Navigate","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Navigate",
"Caption","Member Permissions","Member Permissions","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\MemberPermissions",
"Caption","Object Permissions","Object Permissions","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\ObjectPermissions",
"Caption","Member Operation Permissions","Member Operation Permissions","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemMemberPermissionsObject",
"Caption","Members","Members","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemMemberPermissionsObject\OwnMembers\Members",
"Caption","Allow Read","Allow Read","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemMemberPermissionsObject\OwnMembers\AllowRead",
"Caption","Allow Write","Allow Write","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemMemberPermissionsObject\OwnMembers\AllowWrite",
"Caption","Owner","Owner","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemMemberPermissionsObject\OwnMembers\Owner",
"Caption","Effective Read","Effective Read","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemMemberPermissionsObject\OwnMembers\EffectiveRead",
"Caption","Effective Write","Effective Write","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemMemberPermissionsObject\OwnMembers\EffectiveWrite",
"Caption","Inherited From","Inherited From","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemMemberPermissionsObject\OwnMembers\InheritedFrom",
"Caption","Object Operation Permissions","Object Operation Permissions","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemObjectPermissionsObject",
"Caption","Criteria","Criteria","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemObjectPermissionsObject\OwnMembers\Criteria",
"Caption","Allow Read","Allow Read","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemObjectPermissionsObject\OwnMembers\AllowRead",
"Caption","Allow Write","Allow Write","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemObjectPermissionsObject\OwnMembers\AllowWrite",
"Caption","Allow Delete","Allow Delete","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemObjectPermissionsObject\OwnMembers\AllowDelete",
"Caption","Allow Navigate","Allow Navigate","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemObjectPermissionsObject\OwnMembers\AllowNavigate",
